maj_foreign,maj_race,pct_publictrans,time_travel_workE,med_incomeE,avg_travel_time
FALSE,white,0.03451367099955177,54340,39902,24.356790676826535
FALSE,white,0.01887871853546911,36140,30235,20.675057208237988
FALSE,white,0.040158870255957636,57665,34198,25.44792586054722
FALSE,hs_latino,0.046511627906976744,65050,21611,21.306911234850965
FALSE,white,0.012352610892756879,34760,18750,19.517125210555868
FALSE,white,0.013131715081575806,62375,32397,24.82093115797851
FALSE,white,0.015625,39660,24293,22.95138888888889
FALSE,white,0.001384083044982699,34245,25680,23.698961937716263
FALSE,no_majority,0,44115,23175,20.997144217039505
FALSE,white,0.01211734693877551,31550,23561,20.121173469387756
FALSE,no_majority,0.060836501901140684,40475,22581,30.779467680608366
FALSE,white,0,40665,32286,27.98692360633173
FALSE,white,0.00891000891000891,100105,31804,29.73121473121473
FALSE,white,0.004345127250155183,41555,29611,25.79453755431409
FALSE,white,0,40755,34706,21.770833333333332
FALSE,no_majority,0,23525,22473,18.23643410852713
FALSE,hs_latino,0.04014272970561998,21110,20144,18.831400535236398
FALSE,no_majority,0.033489618218352314,31635,26325,21.188881446751505
FALSE,white,0.02961591855622397,109815,31772,25.40837575196668
FALSE,white,0.0349213691026827,117640,40076,27.206290471785383
FALSE,white,0.027338129496402876,108710,44009,22.345323741007196
FALSE,white,0.0272,29460,26221,23.568
FALSE,white,0.007078507078507079,30005,29141,19.30823680823681
FALSE,white,0,38520,27985,22.53949678174371
FALSE,no_majority,0.007880220646178092,28230,22194,22.245862884160758
FALSE,no_majority,0.03659574468085106,19760,17838,16.817021276595746
FALSE,white,0.003289473684210526,45425,39375,21.346334586466167
FALSE,white,0.019166267369429803,44760,22209,21.44705318639195
FALSE,white,0,51190,26236,19.84108527131783
FALSE,white,0.01810321534720346,104920,34490,28.349094839232638
FALSE,white,0.013475331449684852,127245,42610,27.655944359921754
FALSE,white,0.0076274588518667205,71105,37336,28.544761140104377
FALSE,white,0.04997891185153944,128390,46430,27.075073808519612
FALSE,white,0.03929489533602644,80045,46583,29.395886889460154
FALSE,white,0.06253489670575098,47725,36225,26.64712451144612
FALSE,white,0,50295,27018,20.37059538274605
FALSE,white,0.009333333333333334,31880,21073,21.253333333333334
FALSE,white,0.016120066703724293,47335,39863,26.3118399110617
FALSE,white,0,47070,23273,20.167095115681235
FALSE,white,0.006118881118881119,70420,30843,20.51864801864802
FALSE,white,0.026,54565,33183,27.2825
FALSE,white,0.043543997580889025,94350,65411,28.530390081644995
FALSE,white,0.06529382219989954,45905,23682,23.056253139126067
FALSE,white,0.01959869342043864,62985,34344,29.391040597293514
FALSE,white,0.019587268275620847,82405,31274,28.823015040223854
FALSE,white,0.01633605600933489,80730,51518,31.400233372228705
FALSE,white,0.03155650319829424,70115,46853,29.899786780383796
FALSE,white,0.11028938906752411,88905,26394,28.586816720257236
FALSE,no_majority,0.10584776216922574,82315,36185,26.89153871283894
TRUE,hs_latino,0.04356636271529889,48065,19426,24.34903748733536
FALSE,no_majority,0.14313597918022122,87405,30819,28.433636955107353
FALSE,no_majority,0.1450381679389313,69715,26256,28.009240658899156
FALSE,white,0.028238182934315532,97735,53952,29.998465316144873
FALSE,white,0.01755926251097454,82020,40506,24.003511852502196
FALSE,white,0.10361613351877608,77450,38480,26.929763560500696
FALSE,white,0.04955264969029594,28975,26568,19.941500344115624
FALSE,hs_latino,0.08264462809917356,26625,18398,22.00413223140496
FALSE,hs_latino,0.042268041237113405,62735,21440,21.558419243986254
TRUE,hs_latino,0.07124810510358767,36100,19941,18.241536129358263
TRUE,hs_latino,0.0471253534401508,66780,23387,20.980207351555137
TRUE,hs_latino,0.05979381443298969,18150,17993,18.711340206185568
FALSE,hs_latino,0.0849740932642487,16535,15082,17.134715025906736
FALSE,no_majority,0,56430,29567,21.812910707383068
FALSE,white,0.05919796308084023,109585,63347,34.877466581795034
FALSE,white,0.02362669816893089,41070,36745,24.258712344949792
FALSE,white,0.059203444564047365,55730,37849,29.994617868675995
FALSE,white,0.012135126270908495,75650,33807,24.811413578222368
FALSE,white,0.024920886075949368,61880,62764,24.477848101265824
FALSE,white,0.03242941012021247,106290,41166,29.714844842046407
FALSE,white,0.04514563106796116,61550,64656,29.87864077669903
FALSE,white,0.016152019002375298,57825,40752,27.470308788598576
FALSE,white,0.03356890459363958,70640,47883,24.96113074204947
FALSE,no_majority,0.05226748654880861,29785,24688,22.89392774788624
FALSE,white,0.03256770654782311,73990,41375,25.36510113129928
FALSE,white,0.03275529865125241,63365,37356,30.522639691714836
FALSE,white,0.13627992633517497,84075,52614,30.96685082872928
FALSE,white,0.012096774193548387,87635,33653,27.182071960297765
FALSE,white,0,42730,35426,24.389269406392692
FALSE,white,0,26900,31466,23.679577464788732
FALSE,white,0.020491803278688523,41030,32306,21.019467213114755
FALSE,white,0.08176100628930817,119795,40625,31.39281970649895
FALSE,white,0.0775462962962963,17090,18621,19.78009259259259
FALSE,white,0,25105,23063,19.3562066306862
FALSE,white,0.0038234271810914148,70950,32745,24.661105318039624
FALSE,white,0.01759927797833935,53665,19189,24.217057761732853
FALSE,white,0.04723159357015281,142265,39178,28.232784282595752
FALSE,white,0.042119565217391304,40565,26687,27.55774456521739
FALSE,white,0,47800,27302,19.274193548387096
FALSE,white,0.0371713508612874,24725,22065,22.41613780598368
FALSE,no_majority,0.08048780487804878,16035,15383,19.554878048780488
FALSE,white,0,94205,35449,22.580297219558965
FALSE,white,0,55885,26913,21.56057098765432
FALSE,white,0.0071633237822349575,70675,36328,20.250716332378225
FALSE,no_majority,0.03697749196141479,22670,17714,18.223472668810288
FALSE,white,0.044095665171898356,167405,42357,31.278961136023916
FALSE,white,0.004534005037783375,40985,22489,20.64735516372796
FALSE,white,0.029341317365269463,84225,34194,25.21706586826347
FALSE,white,0.020353508302088912,79805,45359,21.37252276379218
FALSE,white,0,92115,31254,23.017241379310345
FALSE,no_majority,0.032407407407407406,20250,21195,18.75
FALSE,white,0,45420,37477,22.027158098933075
FALSE,white,0.0037611659614480487,45275,32361,21.28584861307005
FALSE,white,0,24860,41159,22.295964125560538
FALSE,white,0.002764612954186414,36815,21698,14.539889415481833
FALSE,white,0,63075,31385,20.558996088657107
FALSE,hs_latino,0.11586901763224182,10490,11098,13.211586901763225
FALSE,no_majority,0.05222171323866239,44505,29548,20.38708199725149
FALSE,white,0.030360531309297913,56365,18910,21.39089184060721
FALSE,white,0.03416022773485156,58560,42983,23.814558763725092
FALSE,white,0.11030554117037804,102925,35065,26.650699119627138
FALSE,hs_latino,0.01263001485884101,70610,21824,17.486379395740464
FALSE,hs_latino,0.023224503534163582,57515,25509,19.35880175025244
FALSE,hs_latino,0.019785458879618592,100905,31458,24.053635280095353
FALSE,white,0,53020,48077,27.231638418079097
FALSE,white,0.009743774810537712,76715,42550,27.684951281125947
FALSE,hs_latino,0.15703192407247626,50505,19419,21.788179465056082
FALSE,white,0.10827814569536424,87635,38256,29.0182119205298
FALSE,hs_latino,0.15227367542761786,56035,28662,23.377138089278265
TRUE,no_majority,0.17583547557840618,54360,25625,27.948586118251928
FALSE,white,0.09469153515064563,79820,35453,28.629842180774748
FALSE,white,0.06841817186644773,49495,37733,27.090859332238644
FALSE,white,0.03940004477277815,107160,34856,23.989254533243788
FALSE,white,0.12909174734900877,64905,40575,29.92392807745505
FALSE,white,0.08606965174129354,54655,47720,27.191542288557216
FALSE,white,0.20827710301394511,66950,25539,30.116959064327485
FALSE,white,0.021379980563654033,117090,44457,28.44752186588921
FALSE,white,0.12345027697177526,96905,40793,25.561857029807438
FALSE,hs_latino,0.12993971868720697,99105,24515,33.18988613529806
FALSE,white,0.006349206349206349,98005,52083,31.112698412698414
FALSE,hs_latino,0.031062874251497005,45650,23988,17.084580838323355
FALSE,white,0.04742729306487696,63750,58472,28.523489932885905
FALSE,white,0.013365013365013365,101765,40612,30.224235224235223
FALSE,white,0.027033919918388168,113105,41089,28.84595766386126
FALSE,white,0.09563846558066211,120860,68274,31.755123489227536
FALSE,white,0.005225830533781261,68400,39186,25.53191489361702
FALSE,white,0.005841741901221455,36115,35441,19.179500796601168
FALSE,white,0.009230769230769232,36915,20323,14.198076923076924
FALSE,white,0.12021693281108768,59930,30910,18.05664356733956
FALSE,white,0.014792899408284023,34045,26186,16.787475345167653
FALSE,no_majority,0.38055627761892385,121575,33750,31.602547439563295
FALSE,white,0.15806715806715807,63910,48007,26.17117117117117
FALSE,black,0.297680858428522,96415,23369,33.37313949463482
FALSE,white,0.13986679352997144,84205,50580,26.706311449413256
FALSE,white,0.21349072512647554,69595,92996,23.472175379426645
FALSE,no_majority,0.29988851727982163,45535,36636,25.381828316610925
FALSE,black,0.3552415379559645,89895,17933,29.541570818271442
FALSE,white,0.2598775737340011,45115,64066,25.105731775180857
FALSE,no_majority,0.4274960380348653,79390,26296,31.454041204437402
FALSE,black,0.4245025360905189,70225,16234,27.39953179867343
FALSE,black,0.3456867019620056,115550,30375,35.98567424478356
FALSE,white,0.40800444691495275,47580,64002,26.448026681489715
FALSE,black,0.2607584149978696,65940,21596,28.09544098849595
FALSE,no_majority,0.454396504642272,48150,34495,26.297105406881485
FALSE,white,0.1673182173573104,72965,65732,28.524237685691947
FALSE,white,0.16267942583732056,52890,63477,28.118022328548644
FALSE,white,0.02678963548528766,51700,53973,22.705314009661837
FALSE,white,0.11904761904761904,31305,76061,24.845238095238095
FALSE,white,0.02493765586034913,14930,52188,18.615960099750623
FALSE,white,0.07407407407407407,105700,45960,29.88408255583828
FALSE,white,0.13114186851211074,68385,59364,23.662629757785467
FALSE,white,0.21941638608305275,44980,51146,25.241301907968573
FALSE,white,0.05957656326932546,47910,90833,23.589364844903987
FALSE,white,0.23176661264181522,71075,63539,28.79862236628849
FALSE,white,0.10421836228287841,77900,52910,24.162531017369727
FALSE,white,0.05101465614430665,93770,51759,26.428974069898533
FALSE,white,0.06601525262154433,129165,57917,30.78288846520496
FALSE,white,0.09774109470026064,80150,69053,34.81754995655951
FALSE,white,0.03637713437268003,62925,43256,23.357461024498885
FALSE,white,0.0143928035982009,89080,41962,26.71064467766117
FALSE,white,0.050967339296858746,137835,36101,28.673809028500106
FALSE,white,0.014661391668606005,116130,61227,27.025831975797068
FALSE,white,0.03125957707631014,93745,39757,28.729696598222496
FALSE,white,0.0167583791895948,100985,34796,25.25887943971986
FALSE,white,0.004314994606256742,81865,32062,29.43725278676735
FALSE,white,0.04215077006214537,113030,51160,30.540394487976222
FALSE,black,0.04468599033816425,43475,27829,26.2530193236715
FALSE,white,0.03920619554695063,55245,28922,26.740077444336883
FALSE,white,0.09444985394352483,47930,30059,23.33495618305745
FALSE,white,0.06589456869009584,68030,47797,27.1685303514377
FALSE,white,0,45445,27373,19.579922447221026
FALSE,white,0.03693813974187806,56740,31941,25.2514463729417
FALSE,white,0.1672544080604534,64745,52743,32.61712846347607
FALSE,white,0.190745672436751,111805,50961,37.21870838881491
FALSE,white,0.03778467908902691,98685,38750,25.539596273291924
FALSE,white,0.06582991803278689,122025,56553,31.25640368852459
FALSE,white,0.10225718194254446,101045,54469,34.55711354309165
FALSE,white,0.1471546753572324,107450,53441,26.936575582852846
FALSE,white,0.11696869851729819,68305,63462,28.132207578253706
FALSE,white,0.11192125410134889,51270,20908,18.69121399927087
FALSE,white,0.07422486689633573,99160,70360,31.05543376135296
FALSE,white,0.014775016789791807,105180,33709,35.31900604432505
FALSE,no_majority,0.023487544483985764,23630,22443,16.818505338078293
FALSE,white,0.06355645706558485,39125,65882,26.45368492224476
FALSE,white,0.0333994708994709,88055,46354,29.11871693121693
FALSE,white,0.08326229042341575,101415,47210,28.81926683716965
FALSE,white,0.25432525951557095,36140,49549,20.841983852364475
FALSE,no_majority,0.025775447793796417,52780,27739,23.058103975535168
FALSE,white,0.01192368839427663,88930,32121,23.563857975622682
FALSE,white,0.2445668809305173,98880,53401,30.26629935720845
FALSE,white,0.24154025670945156,40640,40056,23.71061843640607
FALSE,white,0.0223463687150838,28380,30271,17.616387337057727
FALSE,white,0.04681647940074907,39895,26564,14.941947565543071
FALSE,white,0.003667481662591687,29565,34593,18.07151589242054
FALSE,white,0.007262569832402235,17240,17336,9.631284916201118
FALSE,white,0,37505,35391,21.165349887133182
FALSE,white,0.005005005005005005,16990,27639,17.007007007007008
FALSE,white,0.09053156146179402,17315,16074,14.381229235880399
FALSE,white,0.006732927220262905,56000,31956,17.954472587367746
FALSE,white,0,26530,32903,14.779944289693594
FALSE,white,0.03350083752093802,7590,19889,12.71356783919598
FALSE,white,0,22005,31607,14.758551307847082
FALSE,white,0.010506798516687269,26455,38655,16.3504326328801
FALSE,white,0.004942339373970346,29315,26714,24.147446457990114
FALSE,white,0,23435,30321,20.503062117235345
FALSE,white,0,18905,32083,20.240899357601712
FALSE,white,0,23870,30651,28.65546218487395
FALSE,white,0,29925,36779,27.993451824134706
FALSE,white,0.026771653543307086,11085,35300,17.456692913385826
FALSE,white,0.00975975975975976,42155,36952,31.6478978978979
FALSE,white,0.04079696394686907,84630,40908,26.764705882352942
FALSE,no_majority,0.10141881240147137,48405,22895,25.43615344193379
FALSE,black,0.03451407811080836,50085,29797,22.745231607629428
FALSE,white,0.08695652173913043,112595,40898,32.63623188405797
FALSE,white,0.036767522022213714,76375,39528,29.25124473381846
FALSE,white,0.030021834061135372,48950,38077,26.71943231441048
FALSE,white,0.006144393241167435,93405,34635,28.695852534562214
FALSE,white,0.012422360248447204,94305,30214,26.624788255223038
FALSE,white,0.01183920704845815,96050,48211,26.445484581497798
FALSE,white,0.1277056277056277,92540,53472,33.38383838383838
FALSE,white,0.04030226700251889,85255,51716,30.67830154731918
FALSE,white,0.05106845345889171,98790,41884,35.78051430641072
FALSE,white,0.007494646680942184,111795,39546,29.923715203426124
TRUE,no_majority,0.06605504587155964,94005,21378,24.64089121887287
FALSE,white,0.09012517385257302,115995,48974,32.26564673157163
FALSE,white,0.07251461988304093,43595,40361,25.494152046783626
FALSE,white,0.032624113475177303,69555,40123,32.88652482269504
FALSE,white,0.02044838630204484,109430,38821,26.959842325695984
FALSE,white,0.02593440122044241,42115,40924,32.124332570556824
FALSE,white,0.04272151898734177,105990,46619,33.54113924050633
FALSE,no_majority,0.07399864222674814,47980,26737,32.57298031228785
FALSE,white,0.030221262817053427,87455,39707,23.598219104155422
FALSE,white,0.016172506738544475,145180,61413,32.61006289308176
FALSE,white,0.087433086923273,101615,41202,25.902370634718327
FALSE,white,0.059044048734770385,55690,38502,26.096532333645737
FALSE,hs_latino,0.03551912568306011,39645,13879,21.66393442622951
FALSE,hs_latino,0.006564551422319475,20320,16284,22.23194748358862
FALSE,hs_latino,0.02702702702702703,12605,13618,18.926426426426428
FALSE,white,0.00533739992375143,64385,33715,24.54632100648113
FALSE,white,0.05385220125786164,72135,56424,28.35495283018868
FALSE,white,0.05294888597640891,119455,80509,31.31192660550459
FALSE,white,0.006820765441455097,65270,36440,24.73285335354301
FALSE,white,0.0014084507042253522,15080,32371,21.239436619718308
FALSE,white,0.015625,43440,41732,15.784883720930232
FALSE,white,0,37065,39611,15.626053962900507
FALSE,white,0.0034739454094292804,43685,32393,21.679900744416873
FALSE,white,0.0036068530207394047,23470,35891,21.163210099188458
FALSE,white,0.006134969325153374,14290,37539,21.91717791411043
FALSE,white,0,40550,31683,12.546410891089108
